cluster index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
1353,93,7,Organic compounds,1,Lipids and lipid-like molecules,0.348922902,Glycerophospholipids,0.149659864,,0.179138322,Diphenylmethanes,0.119614512,Aromatic heteropolycyclic compounds,0.391439909
540,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
624,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
632,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
709,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
800,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
1454,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
1481,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
1549,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
1659,21,9,Organic compounds,1,Lipids and lipid-like molecules,0.603174603,Steroids and steroid derivatives,0.248677249,"Amino acids, peptides, and analogues",0.135802469,Triterpenoids,0.08531746,Aliphatic homopolycyclic compounds,0.296296296
544,97,2,Organic compounds,1,Organoheterocyclic compounds,0.527777778,Carboxylic acids and derivatives,0.243055556,"Amino acids, peptides, and analogues",0.243055556,Dipeptides,0.0625,Aromatic heteropolycyclic compounds,0.527777778
764,97,2,Organic compounds,1,Organoheterocyclic compounds,0.527777778,Carboxylic acids and derivatives,0.243055556,"Amino acids, peptides, and analogues",0.243055556,Dipeptides,0.0625,Aromatic heteropolycyclic compounds,0.527777778
546,S246,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
547,S247,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
548,S248,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
551,238,2,Organic compounds,0.5,Organic acids and derivatives,0.277777778,Carboxylic acids and derivatives,0.222222222,"Amino acids, peptides, and analogues",0.222222222,Alpha amino acid amides,0.111111111,Aromatic heteropolycyclic compounds,0.388888889
1774,238,2,Organic compounds,0.5,Organic acids and derivatives,0.277777778,Carboxylic acids and derivatives,0.222222222,"Amino acids, peptides, and analogues",0.222222222,Alpha amino acid amides,0.111111111,Aromatic heteropolycyclic compounds,0.388888889
553,S249,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
554,S250,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
555,S251,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
556,S252,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
560,S253,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
561,S254,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
562,S255,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
565,S256,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
567,S257,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
573,S258,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
575,S259,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
577,S260,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
578,S261,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
581,S262,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
583,S263,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
585,S264,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
586,S265,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
589,S266,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
590,208,3,Organic compounds,0.666666667,Organoheterocyclic compounds,0.314814815,Carboxylic acids and derivatives,0.211111111,"Amino acids, peptides, and analogues",0.211111111,Phenylmethylamines,0.07037037,Aromatic heteropolycyclic compounds,0.455555556
2078,208,3,Organic compounds,0.666666667,Organoheterocyclic compounds,0.314814815,Carboxylic acids and derivatives,0.211111111,"Amino acids, peptides, and analogues",0.211111111,Phenylmethylamines,0.07037037,Aromatic heteropolycyclic compounds,0.455555556
2109,208,3,Organic compounds,0.666666667,Organoheterocyclic compounds,0.314814815,Carboxylic acids and derivatives,0.211111111,"Amino acids, peptides, and analogues",0.211111111,Phenylmethylamines,0.07037037,Aromatic heteropolycyclic compounds,0.455555556
592,S267,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
593,S268,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
594,S269,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
595,S270,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
596,S271,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
597,S272,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
598,S273,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
599,S274,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Dipeptides,1,Aliphatic heteromonocyclic compounds,1
601,S275,1,Organic compounds,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Oligopeptides,1,Aliphatic heteropolycyclic compounds,1
603,S276,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
604,S277,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
605,S278,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
606,177,2,Organic compounds,1,Organoheterocyclic compounds,0.428571429,Coumarins and derivatives,0.285714286,,0.5,Coumarins and derivatives,0.285714286,Aromatic heteropolycyclic compounds,0.857142857
1223,177,2,Organic compounds,1,Organoheterocyclic compounds,0.428571429,Coumarins and derivatives,0.285714286,,0.5,Coumarins and derivatives,0.285714286,Aromatic heteropolycyclic compounds,0.857142857
607,S279,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
608,S280,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
609,S281,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
610,S282,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
611,240,2,Organic compounds,1,Organoheterocyclic compounds,0.341269841,Azetidines,0.214285714,,0.293650794,Phenylazetidines,0.214285714,Aromatic heteropolycyclic compounds,0.619047619
1214,240,2,Organic compounds,1,Organoheterocyclic compounds,0.341269841,Azetidines,0.214285714,,0.293650794,Phenylazetidines,0.214285714,Aromatic heteropolycyclic compounds,0.619047619
612,S283,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
613,225,2,Organic compounds,1,Organoheterocyclic compounds,0.473214286,Cinnamic acids and derivatives,0.133928571,,0.267857143,Cinnamic acid esters,0.133928571,Aromatic heteropolycyclic compounds,0.803571429
1737,225,2,Organic compounds,1,Organoheterocyclic compounds,0.473214286,Cinnamic acids and derivatives,0.133928571,,0.267857143,Cinnamic acid esters,0.133928571,Aromatic heteropolycyclic compounds,0.803571429
614,228,2,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
1701,228,2,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
615,112,3,Organic compounds,1,Lipids and lipid-like molecules,0.666666667,Steroids and steroid derivatives,0.571428571,"Bile acids, alcohols and derivatives",0.428571429,Taurinated bile acids and derivatives,0.238095238,Aliphatic homopolycyclic compounds,0.428571429
676,112,3,Organic compounds,1,Lipids and lipid-like molecules,0.666666667,Steroids and steroid derivatives,0.571428571,"Bile acids, alcohols and derivatives",0.428571429,Taurinated bile acids and derivatives,0.238095238,Aliphatic homopolycyclic compounds,0.428571429
802,112,3,Organic compounds,1,Lipids and lipid-like molecules,0.666666667,Steroids and steroid derivatives,0.571428571,"Bile acids, alcohols and derivatives",0.428571429,Taurinated bile acids and derivatives,0.238095238,Aliphatic homopolycyclic compounds,0.428571429
616,S284,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
617,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
618,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
628,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
657,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
663,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
665,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
702,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
735,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
737,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
743,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
803,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
871,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
901,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
908,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
1258,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
1291,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
1293,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
1787,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
1814,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
1816,30,20,Organic compounds,0.85,Organoheterocyclic compounds,0.24952381,Steroids and steroid derivatives,0.106428571,,0.23468254,Macrolactams,0.105892857,Aromatic heteropolycyclic compounds,0.437638889
619,S285,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
621,37,2,Organic compounds,1,Lipids and lipid-like molecules,0.611111111,Steroids and steroid derivatives,0.388888889,"Bile acids, alcohols and derivatives",0.277777778,"Trihydroxy bile acids, alcohols and derivatives",0.111111111,Aliphatic homopolycyclic compounds,0.333333333
1912,37,2,Organic compounds,1,Lipids and lipid-like molecules,0.611111111,Steroids and steroid derivatives,0.388888889,"Bile acids, alcohols and derivatives",0.277777778,"Trihydroxy bile acids, alcohols and derivatives",0.111111111,Aliphatic homopolycyclic compounds,0.333333333
622,104,5,Organic compounds,0.6,Lipids and lipid-like molecules,0.575,Glycerophospholipids,0.355555556,Glycerophosphates,0.355555556,"1,2-diacylglycerol-3-phosphates",0.355555556,Aliphatic acyclic compounds,0.355555556
860,104,5,Organic compounds,0.6,Lipids and lipid-like molecules,0.575,Glycerophospholipids,0.355555556,Glycerophosphates,0.355555556,"1,2-diacylglycerol-3-phosphates",0.355555556,Aliphatic acyclic compounds,0.355555556
861,104,5,Organic compounds,0.6,Lipids and lipid-like molecules,0.575,Glycerophospholipids,0.355555556,Glycerophosphates,0.355555556,"1,2-diacylglycerol-3-phosphates",0.355555556,Aliphatic acyclic compounds,0.355555556
933,104,5,Organic compounds,0.6,Lipids and lipid-like molecules,0.575,Glycerophospholipids,0.355555556,Glycerophosphates,0.355555556,"1,2-diacylglycerol-3-phosphates",0.355555556,Aliphatic acyclic compounds,0.355555556
1579,104,5,Organic compounds,0.6,Lipids and lipid-like molecules,0.575,Glycerophospholipids,0.355555556,Glycerophosphates,0.355555556,"1,2-diacylglycerol-3-phosphates",0.355555556,Aliphatic acyclic compounds,0.355555556
623,S286,1,Organic compounds,1,Lipids and lipid-like molecules,1,Steroids and steroid derivatives,1,"Bile acids, alcohols and derivatives",1,Taurinated bile acids and derivatives,1,Aliphatic homopolycyclic compounds,1
625,S287,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
627,38,13,Organic compounds,0.923076923,Lipids and lipid-like molecules,0.625641026,Sphingolipids,0.289102564,Ceramides,0.238461538,Ceramides,0.197435897,Aliphatic acyclic compounds,0.730769231
648,38,13,Organic compounds,0.923076923,Lipids and lipid-like molecules,0.625641026,Sphingolipids,0.289102564,Ceramides,0.238461538,Ceramides,0.197435897,Aliphatic acyclic compounds,0.730769231
